BOROUGH,LATITUDE,LONGITUDE,NTA
MANHATTAN,40.733584,-73.992015,West Village
MANHATTAN,40.775496,-73.962306,Upper East Side-Carnegie Hill
MANHATTAN,40.75871,-73.96385,Turtle Bay-East Midtown
BRONX,40.892368,-73.856551,Williamsbridge-Olinville
MANHATTAN,40.746249,-73.979339,Murray Hill-Kips Bay
MANHATTAN,40.729267,-73.996006,West Village
MANHATTAN,40.773982,-73.945475,Yorkville
BROOKLYN,40.692908,-73.979074,Fort Greene
MANHATTAN,40.704322,-74.011581,Battery Park City-Lower Manhattan
MANHATTAN,40.760628,-73.972465,Midtown-Midtown South
MANHATTAN,40.73564,-73.99685,West Village
MANHATTAN,40.70814,-74.011373,Battery Park City-Lower Manhattan
MANHATTAN,40.724384,-73.974428,Lower East Side
MANHATTAN,40.775922,-73.95611,Upper East Side-Carnegie Hill
QUEENS,40.595128,-73.753454,Far Rockaway-Bayswater
MANHATTAN,40.804985,-73.962412,Morningside Heights
MANHATTAN,40.747041,-73.973416,Murray Hill-Kips Bay
MANHATTAN,40.753634,-73.971418,Turtle Bay-East Midtown
MANHATTAN,40.752424,-73.97532,Turtle Bay-East Midtown
MANHATTAN,40.854265,-73.938971,Washington Heights North
MANHATTAN,40.710844,-74.006998,Battery Park City-Lower Manhattan
MANHATTAN,40.74869,-73.985138,Midtown-Midtown South
MANHATTAN,40.727065,-73.995378,West Village
MANHATTAN,40.732451,-73.993166,West Village
MANHATTAN,40.735104,-73.987944,Gramercy
MANHATTAN,40.758092,-73.962431,Turtle Bay-East Midtown
MANHATTAN,40.755653,-73.966454,Turtle Bay-East Midtown
MANHATTAN,40.724499,-73.995819,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.74172,-73.993678,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.703573,-74.008036,Battery Park City-Lower Manhattan
MANHATTAN,40.778748,-73.986073,Lincoln Square
MANHATTAN,40.715428,-74.002673,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.749086,-73.993893,Midtown-Midtown South
MANHATTAN,40.746869,-73.993616,Midtown-Midtown South
MANHATTAN,40.78685,-73.953243,East Harlem South
BROOKLYN,40.633876,-73.957922,Flatbush
MANHATTAN,40.831308,-73.943159,Hamilton Heights
QUEENS,40.735678,-73.859843,Corona
MANHATTAN,40.704275,-74.008681,Battery Park City-Lower Manhattan
MANHATTAN,40.741547,-73.978225,Murray Hill-Kips Bay
BROOKLYN,40.698094,-73.995326,Brooklyn Heights-Cobble Hill
MANHATTAN,40.778688,-73.953642,Yorkville
MANHATTAN,40.715208,-73.996692,Chinatown
BRONX,40.860558,-73.867067,Bronxdale
MANHATTAN,40.788063,-73.967315,Upper West Side
MANHATTAN,40.724398,-73.997633,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.76374,-73.987632,Clinton
MANHATTAN,40.746567,-73.99175,Midtown-Midtown South
MANHATTAN,40.774191,-73.977449,Lincoln Square
MANHATTAN,40.766276,-73.962279,Lenox Hill-Roosevelt Island
MANHATTAN,40.747535,-73.986372,Midtown-Midtown South
QUEENS,40.779083,-73.781518,Ft. Totten-Bay Terrace-Clearview
BRONX,40.820103,-73.848292,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.743523,-73.990285,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,40.71725,-73.803433,Pomonok-Flushing Heights-Hillcrest
MANHATTAN,40.733804,-73.99475,West Village
BROOKLYN,40.697982,-73.996495,Brooklyn Heights-Cobble Hill
MANHATTAN,40.766714,-73.951181,Lenox Hill-Roosevelt Island
MANHATTAN,40.751949,-73.989941,Midtown-Midtown South
MANHATTAN,40.754022,-73.997842,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.790374,-73.979596,Upper West Side
MANHATTAN,40.775106,-73.98789,Lincoln Square
MANHATTAN,40.787633,-73.955142,Upper East Side-Carnegie Hill
BROOKLYN,40.574792,-73.986991,Seagate-Coney Island
QUEENS,40.719923,-73.840507,Forest Hills
MANHATTAN,40.795745,-73.950029,East Harlem South
MANHATTAN,40.778401,-73.978997,Lincoln Square
MANHATTAN,40.79106,-73.97628,Upper West Side
MANHATTAN,40.793294,-73.976236,Upper West Side
MANHATTAN,40.772145,-73.962228,Upper East Side-Carnegie Hill
MANHATTAN,40.762272,-73.995805,Clinton
MANHATTAN,40.74515,-73.988383,Midtown-Midtown South
MANHATTAN,40.766327,-73.979878,Midtown-Midtown South
BRONX,40.829726,-73.870695,Soundview-Bruckner
MANHATTAN,40.760048,-73.986608,Midtown-Midtown South
MANHATTAN,40.746229,-73.987098,Midtown-Midtown South
MANHATTAN,40.750642,-73.98199,Murray Hill-Kips Bay
MANHATTAN,40.754036,-73.977214,Midtown-Midtown South
MANHATTAN,40.751413,-73.983823,Midtown-Midtown South
MANHATTAN,40.781925,-73.955915,Upper East Side-Carnegie Hill
MANHATTAN,40.787422,-73.974415,Upper West Side
MANHATTAN,40.804733,-73.964027,Morningside Heights
MANHATTAN,40.788758,-73.970503,Upper West Side
MANHATTAN,40.718126,-74.000822,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.784111,-73.98297,Upper West Side
MANHATTAN,40.753409,-73.990486,Midtown-Midtown South
MANHATTAN,40.773356,-73.979027,Lincoln Square
MANHATTAN,40.767918,-73.991726,Clinton
MANHATTAN,40.770625,-73.964186,Upper East Side-Carnegie Hill
MANHATTAN,40.804468,-73.935267,East Harlem North
MANHATTAN,40.780443,-73.975934,Upper West Side
MANHATTAN,40.741253,-73.990978,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.775411,-73.962107,Upper East Side-Carnegie Hill
MANHATTAN,40.752125,-74.001159,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.762508,-73.974287,Midtown-Midtown South
MANHATTAN,40.764279,-73.992094,Clinton
MANHATTAN,40.756925,-73.972066,Turtle Bay-East Midtown
MANHATTAN,40.753715,-73.9786,Midtown-Midtown South
BROOKLYN,40.639913,-73.973462,Kensington-Ocean Parkway
MANHATTAN,40.790293,-73.973287,Upper West Side
MANHATTAN,40.747578,-73.980962,Murray Hill-Kips Bay
BRONX,40.838429,-73.854621,Parkchester
BRONX,40.872977,-73.866171,Williamsbridge-Olinville
MANHATTAN,40.758033,-73.968261,Turtle Bay-East Midtown
MANHATTAN,40.769317,-73.959558,Lenox Hill-Roosevelt Island
MANHATTAN,40.738634,-73.986634,Gramercy
MANHATTAN,40.774549,-73.964003,Upper East Side-Carnegie Hill
MANHATTAN,40.776911,-73.979694,Lincoln Square
MANHATTAN,40.74429,-73.982512,Murray Hill-Kips Bay
MANHATTAN,40.770091,-73.953384,Lenox Hill-Roosevelt Island
MANHATTAN,40.75288,-73.965152,Turtle Bay-East Midtown
MANHATTAN,40.757004,-73.982526,Midtown-Midtown South
MANHATTAN,40.78868,-73.977993,Upper West Side
MANHATTAN,40.774017,-73.964704,Upper East Side-Carnegie Hill
MANHATTAN,40.797538,-73.968755,Upper West Side
MANHATTAN,40.737412,-73.98374,Gramercy
MANHATTAN,40.709676,-74.014929,Battery Park City-Lower Manhattan
MANHATTAN,40.762316,-74.000036,Clinton
MANHATTAN,40.747124,-73.995023,Midtown-Midtown South
MANHATTAN,40.786419,-73.968529,Upper West Side
MANHATTAN,40.761524,-73.958751,Lenox Hill-Roosevelt Island
MANHATTAN,40.746178,-73.979209,Murray Hill-Kips Bay
MANHATTAN,40.77995,-73.96156,Upper East Side-Carnegie Hill
MANHATTAN,40.740904,-73.995666,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.780284,-73.957133,Upper East Side-Carnegie Hill
MANHATTAN,40.770325,-73.964381,Upper East Side-Carnegie Hill
QUEENS,40.745678,-73.896189,Woodside
MANHATTAN,40.768097,-73.966328,Upper East Side-Carnegie Hill
BROOKLYN,40.697754,-73.992888,Brooklyn Heights-Cobble Hill
MANHATTAN,40.757256,-73.982364,Midtown-Midtown South
MANHATTAN,40.746681,-73.985856,Midtown-Midtown South
MANHATTAN,40.770079,-73.959298,Lenox Hill-Roosevelt Island
MANHATTAN,40.754503,-73.9793,Midtown-Midtown South
MANHATTAN,40.70568,-74.013302,Battery Park City-Lower Manhattan
MANHATTAN,40.718974,-74.00877,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.758171,-73.973246,Turtle Bay-East Midtown
QUEENS,40.734899,-73.862526,Corona
MANHATTAN,40.745831,-73.991916,Midtown-Midtown South
QUEENS,40.706648,-73.798015,Jamaica
MANHATTAN,40.74161,-73.991823,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.783858,-73.952133,Upper East Side-Carnegie Hill
MANHATTAN,40.72754,-74.007295,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.751772,-73.980795,Murray Hill-Kips Bay
MANHATTAN,40.774711,-73.96118,Upper East Side-Carnegie Hill
MANHATTAN,40.767503,-73.955314,Lenox Hill-Roosevelt Island
MANHATTAN,40.7823,-73.97234,Upper West Side
BRONX,40.879687,-73.87795,Norwood
MANHATTAN,40.75938,-73.97823,Midtown-Midtown South
MANHATTAN,40.70674,-74.010095,Battery Park City-Lower Manhattan
MANHATTAN,40.787985,-73.973656,Upper West Side
MANHATTAN,40.753304,-73.9687,Turtle Bay-East Midtown
MANHATTAN,40.737124,-73.981449,Gramercy
MANHATTAN,40.72874,-73.992383,West Village
MANHATTAN,40.739279,-73.986291,Gramercy
MANHATTAN,40.762053,-73.975807,Midtown-Midtown South
MANHATTAN,40.750441,-73.968676,Turtle Bay-East Midtown
MANHATTAN,40.762815,-73.969858,Turtle Bay-East Midtown
MANHATTAN,40.751658,-73.988237,Midtown-Midtown South
MANHATTAN,40.704932,-74.007488,Battery Park City-Lower Manhattan
MANHATTAN,40.744985,-73.972399,Turtle Bay-East Midtown
MANHATTAN,40.786626,-73.972483,Upper West Side
MANHATTAN,40.741191,-73.980917,Murray Hill-Kips Bay
MANHATTAN,40.760549,-73.976421,Midtown-Midtown South
MANHATTAN,40.750465,-73.977742,Murray Hill-Kips Bay
MANHATTAN,40.751916,-73.998686,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.784763,-73.950431,Upper East Side-Carnegie Hill
MANHATTAN,40.76334,-73.974882,Midtown-Midtown South
MANHATTAN,40.774428,-73.98354,Lincoln Square
MANHATTAN,40.729146,-73.993617,West Village
MANHATTAN,40.806202,-73.965619,Morningside Heights
MANHATTAN,40.760648,-73.978309,Midtown-Midtown South
MANHATTAN,40.74898,-73.975783,Murray Hill-Kips Bay
MANHATTAN,40.754801,-73.964447,Turtle Bay-East Midtown
MANHATTAN,40.708631,-74.010997,Battery Park City-Lower Manhattan
MANHATTAN,40.758663,-73.988738,Midtown-Midtown South
MANHATTAN,40.781702,-73.956074,Upper East Side-Carnegie Hill
MANHATTAN,40.779151,-73.94681,Yorkville
MANHATTAN,40.705324,-74.008873,Battery Park City-Lower Manhattan
MANHATTAN,40.756087,-73.981072,Midtown-Midtown South
MANHATTAN,40.707218,-74.005316,Battery Park City-Lower Manhattan
MANHATTAN,40.828621,-73.938098,Central Harlem North-Polo Grounds
MANHATTAN,40.732876,-73.992325,West Village
MANHATTAN,40.752872,-73.96513,Turtle Bay-East Midtown
MANHATTAN,40.739981,-73.98187,Murray Hill-Kips Bay
QUEENS,40.748068,-73.95667,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.737558,-73.991376,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.832295,-73.859314,Soundview-Bruckner
MANHATTAN,40.768385,-73.957397,Lenox Hill-Roosevelt Island
MANHATTAN,40.774191,-73.97907,Lincoln Square
MANHATTAN,40.751124,-73.980525,Murray Hill-Kips Bay
MANHATTAN,40.733421,-73.983117,Gramercy
MANHATTAN,40.755611,-73.966392,Turtle Bay-East Midtown
MANHATTAN,40.737183,-73.994259,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.754694,-73.964242,Turtle Bay-East Midtown
MANHATTAN,40.763059,-73.962367,Lenox Hill-Roosevelt Island
MANHATTAN,40.798669,-73.969437,Upper West Side
MANHATTAN,40.747584,-73.98255,Midtown-Midtown South
MANHATTAN,40.754035,-73.972056,Turtle Bay-East Midtown
MANHATTAN,40.793267,-73.968475,Upper West Side
MANHATTAN,40.745256,-73.98057,Murray Hill-Kips Bay
MANHATTAN,40.743918,-73.987867,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.715258,-73.997414,Chinatown
MANHATTAN,40.745004,-73.986164,Midtown-Midtown South
MANHATTAN,40.740493,-73.996547,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.755341,-73.971124,Turtle Bay-East Midtown
MANHATTAN,40.761396,-73.97092,Midtown-Midtown South
BROOKLYN,40.672152,-73.911145,Brownsville
QUEENS,40.744596,-73.956445,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.762674,-73.982095,Midtown-Midtown South
MANHATTAN,40.744647,-73.9831,Murray Hill-Kips Bay
MANHATTAN,40.772311,-73.966702,Upper East Side-Carnegie Hill
BROOKLYN,40.664696,-73.957236,Crown Heights South
MANHATTAN,40.81551,-73.935632,Central Harlem North-Polo Grounds
MANHATTAN,40.708809,-74.016116,Battery Park City-Lower Manhattan
BRONX,40.883381,-73.914212,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.751215,-73.983354,Midtown-Midtown South
MANHATTAN,40.732991,-73.990568,West Village
BROOKLYN,40.676295,-73.971826,Park Slope-Gowanus
MANHATTAN,40.74681,-73.986575,Midtown-Midtown South
MANHATTAN,40.740671,-73.987528,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.868322,-73.901269,Kingsbridge Heights
MANHATTAN,40.74922,-73.981911,Murray Hill-Kips Bay
MANHATTAN,40.78251,-73.950881,Yorkville
MANHATTAN,40.738146,-74.005849,West Village
MANHATTAN,40.753981,-73.977254,Midtown-Midtown South
MANHATTAN,40.702798,-74.014246,Battery Park City-Lower Manhattan
MANHATTAN,40.753897,-73.980571,Midtown-Midtown South
MANHATTAN,40.713001,-74.004181,Chinatown
MANHATTAN,40.768611,-73.95188,Lenox Hill-Roosevelt Island
MANHATTAN,40.70976,-74.007174,Battery Park City-Lower Manhattan
MANHATTAN,40.772913,-73.962517,Upper East Side-Carnegie Hill
MANHATTAN,40.710479,-74.005515,Battery Park City-Lower Manhattan
MANHATTAN,40.765668,-73.978315,Midtown-Midtown South
MANHATTAN,40.736345,-73.984837,Gramercy
MANHATTAN,40.791952,-73.967483,Upper West Side
MANHATTAN,40.74815,-73.985972,Midtown-Midtown South
MANHATTAN,40.7766,-73.976889,Lincoln Square
MANHATTAN,40.756534,-73.966634,Turtle Bay-East Midtown
MANHATTAN,40.765999,-73.985177,Clinton
MANHATTAN,40.741135,-73.9941,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.792388,-73.975316,Upper West Side
MANHATTAN,40.756162,-73.972593,Turtle Bay-East Midtown
MANHATTAN,40.754826,-73.975683,Turtle Bay-East Midtown
MANHATTAN,40.759251,-73.965181,Turtle Bay-East Midtown
MANHATTAN,40.770889,-73.959207,Lenox Hill-Roosevelt Island
BROOKLYN,40.695805,-73.990047,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,40.672887,-73.966946,Prospect Heights
MANHATTAN,40.779969,-73.958797,Upper East Side-Carnegie Hill
MANHATTAN,40.741521,-73.981733,Gramercy
MANHATTAN,40.791957,-73.938349,East Harlem South
MANHATTAN,40.751355,-73.983683,Midtown-Midtown South
MANHATTAN,40.734375,-73.99239,West Village
MANHATTAN,40.759497,-73.963672,Turtle Bay-East Midtown
BRONX,40.837489,-73.902916,Claremont-Bathgate
MANHATTAN,40.790706,-73.979784,Upper West Side
MANHATTAN,40.788915,-73.954144,East Harlem South
MANHATTAN,40.751823,-73.97576,Turtle Bay-East Midtown
MANHATTAN,40.759644,-73.980627,Midtown-Midtown South
MANHATTAN,40.713608,-73.995707,Chinatown
MANHATTAN,40.765219,-73.968106,Upper East Side-Carnegie Hill
MANHATTAN,40.752236,-73.979712,Murray Hill-Kips Bay
MANHATTAN,40.753102,-73.974854,Turtle Bay-East Midtown
MANHATTAN,40.778605,-73.953494,Yorkville
MANHATTAN,40.780551,-73.954063,Upper East Side-Carnegie Hill
MANHATTAN,40.777095,-73.957925,Upper East Side-Carnegie Hill
MANHATTAN,40.760354,-73.973454,Midtown-Midtown South
MANHATTAN,40.753045,-74.000282,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.796861,-73.972027,Upper West Side
MANHATTAN,40.768454,-73.957519,Lenox Hill-Roosevelt Island
BROOKLYN,40.700528,-73.941604,Bushwick South
MANHATTAN,40.750856,-73.971466,Turtle Bay-East Midtown
MANHATTAN,40.785977,-73.95298,Upper East Side-Carnegie Hill
BRONX,40.808909,-73.925994,Mott Haven-Port Morris
MANHATTAN,40.757637,-73.965337,Turtle Bay-East Midtown
MANHATTAN,40.709403,-74.006575,Battery Park City-Lower Manhattan
MANHATTAN,40.759298,-73.977032,Midtown-Midtown South
MANHATTAN,40.734377,-73.993902,West Village
MANHATTAN,40.740693,-73.998838,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.751306,-73.983524,Midtown-Midtown South
MANHATTAN,40.765978,-73.976972,Midtown-Midtown South
MANHATTAN,40.753104,-73.972757,Turtle Bay-East Midtown
MANHATTAN,40.754707,-73.986753,Midtown-Midtown South
MANHATTAN,40.773696,-73.965621,Upper East Side-Carnegie Hill
MANHATTAN,40.70932,-74.010392,Battery Park City-Lower Manhattan
BROOKLYN,40.694495,-73.987198,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.737948,-73.994096,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.66267,-73.908202,Brownsville
MANHATTAN,40.735566,-74.007989,West Village
MANHATTAN,40.784557,-73.94378,East Harlem South
MANHATTAN,40.771318,-73.947394,Yorkville
MANHATTAN,40.752992,-73.989186,Midtown-Midtown South
MANHATTAN,40.783257,-73.981967,Upper West Side
MANHATTAN,40.745646,-73.982378,Murray Hill-Kips Bay
BROOKLYN,40.672777,-73.938102,Crown Heights North
QUEENS,40.74707,-73.939145,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.765777,-73.963174,Lenox Hill-Roosevelt Island
MANHATTAN,40.749403,-73.979006,Murray Hill-Kips Bay
MANHATTAN,40.732423,-73.990095,East Village
MANHATTAN,40.708439,-74.003704,Battery Park City-Lower Manhattan
BRONX,40.831568,-73.912013,East Concourse-Concourse Village
MANHATTAN,40.773007,-73.956404,Lenox Hill-Roosevelt Island
MANHATTAN,40.767019,-73.979444,Midtown-Midtown South
MANHATTAN,40.763179,-73.96658,Upper East Side-Carnegie Hill
MANHATTAN,40.863476,-73.921078,Marble Hill-Inwood
BRONX,40.825292,-73.867134,Soundview-Bruckner
MANHATTAN,40.738788,-73.990661,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.747339,-73.981165,Midtown-Midtown South
BROOKLYN,40.695783,-73.995117,Brooklyn Heights-Cobble Hill
MANHATTAN,40.753129,-73.985361,Midtown-Midtown South
MANHATTAN,40.73614,-73.977014,Stuyvesant Town-Cooper Village
MANHATTAN,40.750878,-73.970675,Turtle Bay-East Midtown
QUEENS,40.748491,-73.938552,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.764771,-73.968135,Upper East Side-Carnegie Hill
MANHATTAN,40.777535,-73.960947,Upper East Side-Carnegie Hill
MANHATTAN,40.738005,-73.983228,Gramercy
MANHATTAN,40.754049,-73.964599,Turtle Bay-East Midtown
MANHATTAN,40.707641,-74.008155,Battery Park City-Lower Manhattan
MANHATTAN,40.75189,-73.979965,Murray Hill-Kips Bay
MANHATTAN,40.72496,-73.997157,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.778981,-73.985091,Lincoln Square
MANHATTAN,40.747889,-73.987253,Midtown-Midtown South
MANHATTAN,40.707295,-74.007336,Battery Park City-Lower Manhattan
MANHATTAN,40.783785,-73.94741,Yorkville
MANHATTAN,40.747135,-73.988397,Midtown-Midtown South
BROOKLYN,40.585112,-73.966496,Brighton Beach
BRONX,40.840982,-73.854486,Parkchester
MANHATTAN,40.755053,-73.992467,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.693445,-73.990577,Brooklyn Heights-Cobble Hill
MANHATTAN,40.79909,-73.972156,Upper West Side
MANHATTAN,40.749878,-73.981406,Murray Hill-Kips Bay
MANHATTAN,40.776775,-73.984565,Lincoln Square
MANHATTAN,40.765462,-73.977827,Midtown-Midtown South
MANHATTAN,40.764506,-73.970756,Upper East Side-Carnegie Hill
MANHATTAN,40.757864,-73.961883,Turtle Bay-East Midtown
MANHATTAN,40.76009,-73.9731,Midtown-Midtown South
MANHATTAN,40.76963,-73.962468,Upper East Side-Carnegie Hill
MANHATTAN,40.773452,-73.957462,Lenox Hill-Roosevelt Island
MANHATTAN,40.756651,-73.972264,Turtle Bay-East Midtown
MANHATTAN,40.765051,-73.968254,Upper East Side-Carnegie Hill
MANHATTAN,40.759974,-73.984067,Midtown-Midtown South
MANHATTAN,40.766497,-73.967199,Upper East Side-Carnegie Hill
QUEENS,40.75247,-73.824913,Flushing
MANHATTAN,40.770783,-73.963038,Upper East Side-Carnegie Hill
MANHATTAN,40.748276,-73.98469,Midtown-Midtown South
MANHATTAN,40.754198,-73.978275,Midtown-Midtown South
QUEENS,40.743642,-73.958878,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,40.740321,-73.982076,Gramercy
MANHATTAN,40.757117,-73.983544,Midtown-Midtown South
MANHATTAN,40.766602,-73.953134,Lenox Hill-Roosevelt Island
MANHATTAN,40.787087,-73.955962,Upper East Side-Carnegie Hill
MANHATTAN,40.790102,-73.976981,Upper West Side
MANHATTAN,40.767517,-73.955347,Lenox Hill-Roosevelt Island
MANHATTAN,40.753717,-73.99978,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.742441,-73.991667,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.764158,-73.994412,Clinton
MANHATTAN,40.756572,-73.978101,Midtown-Midtown South
MANHATTAN,40.736437,-73.981427,Gramercy
MANHATTAN,40.738846,-74.000397,West Village
MANHATTAN,40.793079,-73.974297,Upper West Side
MANHATTAN,40.714082,-74.01673,Battery Park City-Lower Manhattan
MANHATTAN,40.714058,-74.00294,Chinatown
MANHATTAN,40.799781,-73.971477,Upper West Side
MANHATTAN,40.777839,-73.983868,Lincoln Square
MANHATTAN,40.727644,-73.991301,West Village
MANHATTAN,40.76384,-73.964266,Lenox Hill-Roosevelt Island
BRONX,40.875121,-73.912461,Marble Hill-Inwood
MANHATTAN,40.753944,-73.985949,Midtown-Midtown South
BRONX,40.835492,-73.907805,Claremont-Bathgate
MANHATTAN,40.752262,-73.975464,Turtle Bay-East Midtown
MANHATTAN,40.76879,-73.952555,Lenox Hill-Roosevelt Island
MANHATTAN,40.764892,-73.982607,Midtown-Midtown South
BROOKLYN,40.656383,-73.888961,East New York
MANHATTAN,40.79839,-73.972955,Upper West Side
MANHATTAN,40.767632,-73.970549,Upper East Side-Carnegie Hill
MANHATTAN,40.776501,-73.943646,Yorkville
MANHATTAN,40.787072,-73.9792,Upper West Side
MANHATTAN,40.731215,-73.988382,East Village
MANHATTAN,40.790956,-73.968993,Upper West Side
MANHATTAN,40.716696,-74.004163,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.756803,-73.980841,Midtown-Midtown South
MANHATTAN,40.748183,-73.984517,Midtown-Midtown South
MANHATTAN,40.805954,-73.963087,Morningside Heights
MANHATTAN,40.80197,-73.967221,Morningside Heights
MANHATTAN,40.783126,-73.955062,Upper East Side-Carnegie Hill
MANHATTAN,40.766228,-73.967369,Upper East Side-Carnegie Hill
MANHATTAN,40.782486,-73.946934,Yorkville
MANHATTAN,40.835523,-73.948764,Washington Heights South
MANHATTAN,40.758275,-73.971055,Turtle Bay-East Midtown
MANHATTAN,40.741955,-73.985089,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.781841,-73.95902,Upper East Side-Carnegie Hill
MANHATTAN,40.764397,-73.975232,Midtown-Midtown South
MANHATTAN,40.767297,-73.984231,Clinton
MANHATTAN,40.732131,-73.984441,East Village
MANHATTAN,40.787323,-73.974133,Upper West Side
